## 政生公司法說會逐字稿。**主持人:**。* 介紹一下。* 有張耀元副總經理。* 各位天氣好。* 有洪國志老師。

* 還有陳淑慧副總。* 還有呂天耀永市長。* 我們都知道。* 公司首頁的slogan上面是寫著。* Look colors on token * 公司各系列的產品應用範圍。* 涵蓋在運動相關的器材。

* 還有我們日常生活的用品。* 讓原本生硬的物件。* 變得多彩多姿也更加有趣。* 我們現在就是請洪董事先致辭。* 好 謝謝。* 感謝主持人。

* 同時我在這邊也歡迎。* 各位嘉賓的蒞臨這次。* 政生公司的一個法說會。* 同時祝福各位身體健康。* 好。* 政生公司一直以來。

* 都是以工業彩妝師的一個身份來自居。* 我們的董事長更是說。* 社會越是進步。* 越需要振奢。* 以我們的觀察。* 國際目前的一個經濟情況。

* 還是非常嚴峻。* 又是關稅又是匯率等等的一個問題。* 可是我們回首過往。* 哪一年不是問題一堆。* 從疫情之前疫情之後。* 幾乎每年都有不同的一個挑戰。

* 那去年政生的EPS。* 能達到3.01塊錢。* 同時分配了2.55元的那個股息。* 那配發力也達到了85%以上。* 那在上一週。* 也公告了第一季的EPS。

* 達到0.97元。* 那這裡剛剛有跟那個國風談到。* 就是說。* 這是好像整個毛利也比較偏高。* 都超出他的預期這樣子。* 那我們會說。

* 這是我們一個營運總部。* 四個生產據點。* 跟七個營業中心。* 整個全球佈局。* 整個發揮的綜合成效。* 那你具體問我是哪一點出來的。

* 其實坦白說也不容易。* 那另外在。* 那這個發揮的綜合成效。* 我們發現會慢慢還是持續。* 在往好的一面來發展。* 同時另外在公司的一個治理方面。

* 還有友善環境和社會公益EPS這邊。* 公司也是不斷的一個投入。* 同時我們董事長。* 也不斷的勉勵我們蛇與鵝的精神。* 以及取之社會用之於社會的想法與觀念。* 所以我們今天特別邀請我們的永續長。

* 那個李學禮。* 特別來這邊。* 來參與這一次的一個法人說明。* 未來政生公司團隊。* 也會持續的努力。* 並朝向更好的一個成果。

* 以向所有愛護者。* 回報。* 謝謝各位的支持。* 謝謝。* 那我們接下來就請張耀明副總經理。* 為我們做今天的簡報。

* 那個副總。* 在座各位的同事先進。* 各位長官大家午安。* 我是政生。* 政生協會會員公司的那個代理發案人。* 副總經理張耀明。

* 那我今天就由小弟我這邊來跟各位投資先進。* 來做歷行的那個整個政生。* 我們現有的進行概況的部分的一個報告。* 為了發展一個報告。* 首先這個部分第一頁這個部分。* 照例一定要把秉責聲明要放在上面。

* 依法的部分就是整個簡報的要求的部分。* 我們現在就不再一一去贅述。* 各位先進待會再可以下載我們的後續會後一下的這個資料。* 所以可以來了解這一塊。* 再來最重要的政生。* 政生的部分整個的對公司簡介的部分開始。

* 政生在1973年由我們董事長洪昭宇先生。* 在臺灣在台東市這邊創立。* 那在1976年開始。* 跟執行這行業展開合作。* 那我們第一個客戶。* 執行這行業的客戶的部分。

* 剛剛也跟在座的副總還有國防局的副總。* 還有國防局的副總。* 也跟我們副總有聊到。* 第一個客戶最常談的就是我們吉安這集團。* 巨大公司的部分。* 第一個執行這行業的客戶是政生第一個執行這行業的客戶。

* 政生我們專注於特殊印刷超過了40年。* 其實今年已經剛好要滿50年了。* 那我們提供自行車行業還有各種運動器材的。* 包括貼標幫助客戶提高他的產品規格價值。* 我們政生集團在臺灣大陸越南以及荷蘭。* 4個社區。

* 4個生產工廠。* 我們現在全球佈局。* 現在合計員工有超過600人。* 各位先看一下這邊。* 這個紅點不是很清楚。* 那這裡剛好照片上面的臺灣總廠。

* 現在我們最大的一個生產基地。* 營業最高的部分。* 另外我們海外的生產廠據點有3個營運中心。* 後面的篇幅那邊。* 我會跟各位投資先進報告。* 政生近6年來的一個重要事項發展的狀況。

* 我們政生進來在2019年。* 我們在歐洲的政生來準備來併購。* 荷蘭的Double Press這個印刷廠。* 2019年。* 成為政治的子公司。* 2020年和21年的部分。

* 我們陸續的完成。* 2022年。* 我們把我們泰山和天津廠。* 我們為了整體營運上更有效率。* 讓大中華區。* 我們把我們泰山和天津廠。

* 2022年。* 我們也同時通過了。* 我們董事長。* 我們也同時。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。* 我們也。

